Symbol,Count
SIC/MTUM ~,2
SIC/KSS ~,4
SIC/SX7EEX N,1
SIC/BILI N,9
SIC/WDC ~,1
SIC/DHI ~,10
SIC/ABT ~,3
SIC/IVZ N,1
SIC/JXN ~,1
SIC/STM N,3
SIC/LEN ~,3
SIC/BYD N,2
SIC/XRX ~,1
SIC/MOO ~,2
SIC/RBI N,1
SIC/EWO ~,1
SIC/DDD ~,5
SIC/AD N,117
SIC/MP ~,1
SIC/BG N,113
SIC/KMI ~,1
SIC/ADM ~,2
SIC/SDIV ~,7
SIC/MBUU ~,2
SIC/MUX ~,1
SIC/CARR ~,1
SIC/JPXN ~,3
SIC/P911 N,2
SIC/JBL ~,2
SIC/MGK ~,1
SIC/AMT ~,1
SIC/DHR ~,3
SIC/INDY ~,7
SIC/LOW ~,22
SIC/MET ~,1
SIC/YRD N,4
SIC/SHW ~,1
SIC/SPGI ~,1
SIC/VICI ~,3
SIC/FVI N,1
SIC/CBU3 N,326
SIC/BRNT N,2
SIC/ENEL N,1
SIC/AGCO ~,1
SIC/EWQ ~,1
SIC/ALKT ~,1
SIC/EXPD ~,1
SIC/SDEM ~,1
SIC/CB N,4
SIC/MTCH1 ~,2
SIC/SHAK ~,1
SIC/BND ~,6
SIC/SDHMX N,5
SIC/ICLR N,1
SIC/VGSH ~,5
SIC/SPHY ~,2
SIC/QUAL ~,1241
SIC/GLXY N,4
SIC/CWI ~,1
SIC/SPDW ~,1
SIC/DVA ~,2
SIC/1113 N,1
SIC/WES N,1
SIC/FEZ ~,2
SIC/BCS N,1
SIC/REMX ~,1
SIC/WCN N,1
SIC/MANU N,1
SIC/NOBL ~,1
SIC/VIGI ~,1
SIC/FICO1 ~,1
SIC/EDV ~,1309
SIC/ENGY N,1
SIC/NOVN N,1
SIC/EXC ~,1
SIC/DFE ~,1
SIC/FI ~,1
SIC/ALGN ~,1
SIC/L ~,1
NAC/TS ~,1
SIC/FTFT ~,1
SIC/MDLZ ~,2
NAC/FINAMEX O,1
SIC/DLN ~,1
SIC/EMBMXX N,2
SIC/WU ~,3
SIC/CIFR ~,1
SIC/EH N,4
SIC/SHEL N,4
SIC/PR ~,1
SIC/CSIQ N,2
SIC/DGG ~,2
SIC/PNGAY N,1
SIC/MCHP ~,1
SIC/VOOV ~,1
SIC/LH ~,9
SIC/IAUP N,2
NAC/COLLADO ~,1
SIC/BEKE N,1
SIC/MEXS N,6
SIC/VFC ~,2
SIC/ALT1 ~,1
SIC/WMGT N,2
SIC/ILMN ~,811
SIC/ANGL ~,3
SIC/ACHC ~,1
SIC/MAR ~,3
SIC/FGEN ~,1
SIC/241 N,4
SIC/FDN ~,1
SIC/KR ~,2
SIC/ACWX ~,4
SIC/VYMI ~,1
SIC/JACK ~,2
SIC/BAX ~,1
SIC/IPAC ~,1
SIC/9988 N,1
SIC/PSTG ~,1
SIC/ITX N,1
SIC/HOLX ~,1
SIC/CSU N,2
SIC/IXJ ~,2
SIC/SIRI1 ~,9
SIC/3690 N,2
SIC/XES ~,1
SIC/XPH ~,1
SIC/SPTS ~,2824
SIC/ALTM N,1
SIC/STLA N,5
SIC/SPTI ~,2792
SIC/TFLO ~,889
SIC/BTG N,1
SIC/ERJ N,1
SIC/VCIT ~,2254
SIC/CPNG ~,1
SIC/IXN ~,2
SIC/HYS ~,3550
SIC/DDOG ~,2
SIC/BVN N,1
SIC/ANET ~,3
SIC/EUFN ~,1
SIC/ATUS ~,1
SIC/RXI ~,1
SIC/BNS ~,2
SIC/IWN ~,6
SIC/GGB N,1
SIC/FOX1 ~,1
SIC/DGX ~,16
NAC/ACCELSA B,1
SIC/BP N,8
SIC/VFH ~,1
SIC/GD ~,1
SIC/SAVE ~,1
SIC/MT N,1
SIC/IEO ~,1
SIC/NIU N,1
SIC/SPG ~,1
SIC/GLB N,1
SIC/APD ~,1
SIC/EBIZ ~,1
SIC/CTVA ~,1
SIC/SATS ~,2
SIC/PENN ~,1
SIC/EPP ~,1
SIC/IYR ~,6
SIC/CAKE ~,2
SIC/ELE1 N,1
SIC/REGN ~,419
SIC/SGOV ~,2
SIC/EWP ~,1
SIC/MDB ~,1
SIC/QQEW ~,4
SIC/SLQD ~,136
SIC/TUR ~,2
SIC/TRV ~,2
SIC/BNDX ~,1
SIC/EMCA N,2
SIC/IUAA N,2
SIC/BKF ~,1
SIC/KLAC ~,2
SIC/VMC ~,2
SIC/IOT ~,1
SIC/XRT ~,4
SIC/EDU N,1
SIC/USPX ~,2
SIC/NUE ~,1
SIC/VRSK ~,68
SIC/CPRT ~,80
SIC/QSR N,1
